,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
231,2015 Maruti Wagon R 1.0 VXI MANUAL,"420,799",Non-Accidental,"29,297 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-51-M-x-xxxx,December 2015,"29,297km (29 Oct 2021)"
232,2016 Tata Nano TWIST XTA AUTOMATIC,"278,599",Non-Accidental,"19,648 km",AUTOMATIC,Valid upto Jul 2022Comp,2nd Owner,Petrol,KA-01-M-x-xxxx,April 2016,"19,648km (09 Dec 2021)"
233,2017 Maruti Alto 800 LXI MANUAL,"320,999",Non-Accidental,"33,777 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,KA-09-M-x-xxxx,May 2017,"33,777km (10 Jan 2022)"
234,2014 Maruti Alto K10 VXI  MANUAL,"297,299",Non-Accidental,"116,043 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,May 2014,"116,043km (30 Oct 2021)"
235,2017 Maruti Alto 800 VXI MANUAL,"326,399",Non-Accidental,"37,801 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol,KA-03-M-x-xxxx,January 2017,"37,801km (03 Jan 2022)"
236,2018 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"439,799",Non-Accidental,"14,651 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,December 2018,"14,651km (04 Jan 2022)"
237,2017 Maruti Alto 800 VXI MANUAL,"339,999",Non-Accidental,"38,554 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Petrol,KA-46-M-x-xxxx,April 2017,"38,554km (28 Dec 2021)"
238,2014 Tata Nano XT TWIST MANUAL,"188,799",Non-Accidental,"31,769 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,September 2014,"31,769km (19 Jan 2022)"
239,2018 Maruti Alto 800 VXI MANUAL,"357,399",Non-Accidental,"5,370 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,October 2018,"5,370km (14 Jan 2022)"
240,2018 Maruti Alto K10 VXI  MANUAL,"412,899",Non-Accidental,"24,316 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,January 2018,"24,316km (30 Nov 2021)"
241,2016 Maruti Alto K10 VXI (O) AMT MANUAL,"429,899",Non-Accidental,"29,240 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,December 2016,"29,240km (20 Oct 2021)"
242,2016 Maruti Alto K10 VXI AMT MANUAL,"412,599",Non-Accidental,"22,469 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,February 2016,"22,469km (10 Nov 2021)"
243,2018 Maruti Alto K10 VXI OPT MANUAL,"420,799",Non-Accidental,"48,435 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,February 2018,"48,435km (31 Dec 2021)"
244,2015 Maruti Alto K10 VXI AMT MANUAL,"386,399",Non-Accidental,"10,825 km",MANUAL,Valid upto Apr 2022Comp,2nd Owner,Petrol,KA-51-M-x-xxxx,February 2015,"10,825km (08 Dec 2021)"
245,2013 Maruti Alto 800 LXI MANUAL,"301,699",Non-Accidental,"48,349 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-25-M-x-xxxx,September 2013,"48,349km (29 Dec 2021)"
246,2011 Hyundai Eon ERA MANUAL,"306,899",Non-Accidental,"14,709 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,November 2011,"14,709km (18 Jan 2022)"
247,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"27,150 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,February 2019,"27,150km (03 Jan 2022)"
248,2018 Maruti Celerio ZXI OPT AMT AUTOMATIC,"581,199",Non-Accidental,"2,405 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,May 2018,"2,405km (19 Jan 2022)"
249,2018 Renault Duster RXS CVT 106 PS AUTOMATIC,"956,499",Non-Accidental,"23,494 km",AUTOMATIC,Valid upto Aug 2022Comprehensive,2nd Owner,Petrol,KA-51-M-x-xxxx,June 2018,"23,494km (19 Jan 2022)"
250,2016 Maruti Baleno ZETA 1.2 K12  MANUAL,"676,099",Non-Accidental,"40,204 km",MANUAL,Valid upto Dec 2022Comp,1st Owner,Petrol,KA-03-M-x-xxxx,October 2016,"40,204km (27 Dec 2021)"
251,2014 Honda Mobilio 1.5 V OPT. I VTEC MANUAL,"585,999",Non-Accidental,"46,305 km",MANUAL,Valid upto Oct 2022Comprehensive,1st Owner,Petrol,KA-05-M-x-xxxx,October 2014,"46,305km (03 Jan 2022)"
252,2009 Toyota Innova 2.5 V 8 STR MANUAL,"784,099",Non-Accidental,"204,940 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-51-Z-x-xxxx,October 2009,"204,940km (11 Nov 2021)"
253,2011 Volkswagen Polo COMFORTLINE 1.2L PETROL MANUAL,"422,199",Non-Accidental,"38,597 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-01-M-x-xxxx,February 2011,"38,597km (02 Dec 2021)"
254,2017 Tata Tiago 	XZA 1.2 REVOTRON AUTOMATIC,"517,299",Non-Accidental,"41,350 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,August 2017,"41,350km (28 Dec 2021)"
255,2015 Hyundai Elite i20 SPORTZ (O) 1.2 MANUAL,"637,999",Non-Accidental,"20,534 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,December 2015,"20,534km (03 Dec 2021)"
256,2013 Toyota Corolla Altis  GL MANUAL,"592,399",Non-Accidental,"108,542 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,March 2013,"108,542km (28 Dec 2021)"
257,2019 Volkswagen Polo Trendline 1.0 L Petrol MANUAL,"627,599",Non-Accidental,"18,911 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,February 2019,"18,911km (27 Dec 2021)"
258,2009 Hyundai i10 SPORTZ 1.2 MANUAL,"248,799",Non-Accidental,"102,702 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-02-M-x-xxxx,January 2009,"102,702km (23 Dec 2021)"
259,2017 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"739,799",Non-Accidental,"55,093 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,KA-02-M-x-xxxx,April 2017,"55,093km (17 Nov 2021)"
260,2015 Ford Ecosport 1.0 ECOBOOST TITANIUM MANUAL,"569,799",Non-Accidental,"148,890 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,January 2015,"148,890km (30 Dec 2021)"
261,2014 Hyundai Santro Xing GLS MANUAL,"339,099",Non-Accidental,"46,178 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,May 2014,
262,2013 Hyundai Verna FLUIDIC 1.6 SX CRDI MANUAL,"563,399",Non-Accidental,"81,916 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-04-M-x-xxxx,November 2013,"81,916km (29 Dec 2021)"
263,2018 Hyundai i20 Active 1.2 S MANUAL,"753,399",Non-Accidental,"11,678 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-53-M-x-xxxx,July 2018,"11,678km (07 Dec 2021)"
264,2016 Mahindra Scorpio S2 MANUAL,"819,599",Non-Accidental,"131,500 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-01-M-x-xxxx,January 2016,"131,500km (05 Jan 2022)"
265,2017 Volkswagen Polo GT TSI 1.2 PETROL AT AUTOMATIC,"808,399",Non-Accidental,"41,866 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,October 2017,"41,866km (29 Dec 2021)"
266,2016 Mahindra Scorpio S6 PLUS MANUAL,"1,104,899",Non-Accidental,"47,680 km",MANUAL,Valid upto May 2022Third_party,2nd Owner,Diesel,KA-03-M-x-xxxx,April 2016,"47,680km (26 Oct 2021)"
267,2016 Ford New Figo 1.5 TREND MANUAL,"492,899",Non-Accidental,"44,755 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-05-M-x-xxxx,February 2016,"44,755km (21 Jan 2022)"
268,2013 Nissan Terrano XL PLUS 85 PS DEISEL MANUAL,"584,399",Non-Accidental,"141,578 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-51-M-x-xxxx,November 2013,"141,578km (10 Dec 2021)"
269,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"663,499",Non-Accidental,"24,084 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-04-M-x-xxxx,July 2016,"24,084km (05 Jan 2022)"
270,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"659,399",Non-Accidental,"32,950 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,October 2016,"32,950km (23 Oct 2021)"
271,2016 Maruti Baleno ZETA 1.2 K12  MANUAL,"679,499",Non-Accidental,"31,208 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,October 2016,"31,208km (03 Dec 2021)"
272,2016 Maruti Baleno ZETA 1.2 K12  MANUAL,"638,799",Non-Accidental,"65,255 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,KA-03-M-x-xxxx,May 2016,"65,255km (20 Oct 2021)"
273,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"640,299",Non-Accidental,"50,083 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-05-M-x-xxxx,July 2016,"50,083km (07 Jan 2022)"
274,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"642,699",Non-Accidental,"33,724 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,March 2016,"33,724km (10 Nov 2021)"
275,2016 Renault Duster RXL PETROL 104 MANUAL,"728,499",Non-Accidental,"27,083 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,October 2016,"27,083km (07 Jan 2022)"
276,2017 Maruti Ertiga ZDI PLUS SHVS MANUAL,"951,399",Non-Accidental,"29,935 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-04-M-x-xxxx,December 2017,"29,935km (26 Nov 2021)"
277,2010 Honda City V MT PETROL MANUAL,"366,799",Non-Accidental,"122,900 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,July 2010,"122,900km (13 Nov 2021)"
278,2009 Hyundai i20 MAGNA 1.2 VTVT MANUAL,"319,599",Non-Accidental,"42,118 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,July 2009,"42,118km (02 Jan 2022)"
279,2014 Toyota Corolla Altis D 4D G MANUAL,"929,099",Non-Accidental,"64,294 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-04-M-x-xxxx,July 2014,"64,294km (29 Oct 2021)"
280,2019 Tata NEXON XZ+ 1.5  MANUAL,"928,099",Non-Accidental,"59,415 km",MANUAL,Valid upto Apr 2022Zero_Dep,1st Owner,Diesel,KA-12-M-x-xxxx,March 2019,"59,415km (13 Jan 2022)"
281,2015 Hyundai Elite i20 ASTA 1.4 CRDI MANUAL,"666,599",Non-Accidental,"63,278 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-01-M-x-xxxx,January 2015,"63,278km (20 Oct 2021)"
282,2018 Ford FREESTYLE TITANIUM + 1.2 TI-VCT MANUAL,"641,499",Non-Accidental,"35,175 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-03-N-x-xxxx,August 2018,"35,175km (27 Nov 2021)"
283,2018 Ford FREESTYLE TITANIUM 1.2 TI-VCT MT MANUAL,"651,199",Non-Accidental,"31,399 km",MANUAL,Valid upto Jul 2022Third_party,1st Owner,Petrol,KA-04-M-x-xxxx,May 2018,"31,399km (17 Nov 2021)"
284,2018 Ford FREESTYLE TITANIUM 1.2 TI-VCT MT MANUAL,"650,099",Non-Accidental,"66,606 km",MANUAL,Valid upto Sep 2022Zero_Dep,1st Owner,Petrol,KA-04-M-x-xxxx,April 2018,"66,606km (21 Oct 2021)"
285,2014 Honda City SV MT PETROL MANUAL,"630,799",Non-Accidental,"80,312 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-04-M-x-xxxx,April 2014,"80,312km (06 Jan 2022)"
286,2018 Ford FREESTYLE TITANIUM 1.5 TDCI MANUAL,"645,699",Non-Accidental,"33,895 km",MANUAL,Valid upto May 2022Comp,2nd Owner,Diesel,KA-05-M-x-xxxx,May 2018,"33,895km (15 Oct 2021)"
287,2016 Renault Kwid RXT 1.0 EASY-R  AT MANUAL,"388,899",Non-Accidental,"44,291 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,November 2016,"44,291km (01 Dec 2021)"
288,2013 Honda Amaze 1.2 VXMT I VTEC MANUAL,"480,399",Non-Accidental,"62,825 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,March 2013,"62,825km (21 Dec 2021)"
289,2017 Hyundai Elite i20 ASTA 1.2 DUAL TONE MANUAL,"734,299",Non-Accidental,"26,347 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-53-M-x-xxxx,April 2017,"26,347km (10 Jan 2022)"
290,2018 Toyota YARIS V MT MANUAL,"887,299",Non-Accidental,"36,132 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,June 2018,"36,132km (17 Nov 2021)"
291,2017 Maruti IGNIS ZETA 1.2 K12 AMT AUTOMATIC,"632,799",Non-Accidental,"22,957 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,August 2017,"22,957km (28 Oct 2021)"
292,2019 Ford FREESTYLE TITANIUM 1.5 TDCI MANUAL,"732,699",Non-Accidental,"19,402 km",MANUAL,Valid upto Nov 2022Zero_Dep,1st Owner,Diesel,KA-04-M-x-xxxx,February 2019,"19,402km (31 Dec 2021)"
293,2017 Tata Tiago XZ 1.2 REVOTRON MANUAL,"532,499",Non-Accidental,"8,852 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,April 2017,"8,852km (20 Jan 2022)"
294,2017 Tata Tiago XZ 1.2 REVOTRON MANUAL,"543,499",Non-Accidental,"14,733 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,December 2017,"14,733km (28 Oct 2021)"
295,2016 Renault Kwid 1.0 RXT Opt AT AUTOMATIC,"434,599",Non-Accidental,"30,360 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,November 2016,"30,360km (03 Dec 2021)"
296,2010 Maruti Ritz VXI ABS  MANUAL,"347,599",Non-Accidental,"88,811 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-51-M-x-xxxx,September 2010,"88,811km (09 Nov 2021)"
297,2010 Maruti Ritz VXI BS IV MANUAL,"355,299",Non-Accidental,"38,191 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-41-N-x-xxxx,February 2010,"38,191km (24 Dec 2021)"
298,2017 Maruti Dzire VDI MANUAL,"654,899",Non-Accidental,"59,799 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Diesel,KA-53-M-x-xxxx,August 2017,"59,799km (19 Jan 2022)"
299,2016 Tata Tiago XZ 1.2 REVOTRON MANUAL,"501,599",Non-Accidental,"28,589 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-01-M-x-xxxx,May 2016,"28,589km (08 Nov 2021)"
300,2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT MANUAL,"652,799",Non-Accidental,"19,795 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,January 2019,"19,795km (21 Sep 2021)"
301,2017 Maruti Baleno ALPHA 1.2 K12  MANUAL,"686,999",Non-Accidental,"26,109 km",MANUAL,Valid upto Apr 2022Comp,2nd Owner,Petrol,KA-05-M-x-xxxx,April 2017,"26,109km (23 Dec 2021)"
302,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"5,711 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,June 2019,"5,711km (30 Dec 2021)"
303,2008 Maruti Alto LXI MANUAL,"194,999",Non-Accidental,"73,710 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,April 2008,"73,710km (10 Jan 2022)"
304,2020 Toyota Glanza V CVT AUTOMATIC,"943,499",Non-Accidental,"6,593 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,March 2020,"6,593km (26 Nov 2021)"
305,2013 Ford Ecosport 1.5AMBIENTE TI VCT MANUAL,"649,799",Non-Accidental,"39,771 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-M-x-xxxx,January 2013,"39,771km (31 Dec 2021)"
306,2013 Ford Ecosport 1.5 TREND TDCI MANUAL,"529,499",Non-Accidental,"67,350 km",MANUAL,Valid upto Aug 2022Comp,3rd Owner,Diesel,KA-05-M-x-xxxx,July 2013,"67,350km (08 Dec 2021)"
307,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"733,699",Non-Accidental,"7,010 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,KA-03-N-x-xxxx,May 2019,"7,010km (07 Jan 2022)"
308,2019 Maruti Vitara Brezza VDI AMT ,"956,999",Non-Accidental,"39,422 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-41-M-x-xxxx,January 2019,"39,422km (13 Jan 2022)"
309,2016 Ford Ecosport 1.5 TREND+ TDCI MANUAL,"753,399",Non-Accidental,"31,870 km",MANUAL,Valid upto May 2022Comp,1st Owner,Diesel,KA-03-M-x-xxxx,April 2016,"31,870km (17 Nov 2021)"
310,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"492,899",Non-Accidental,"25,485 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,October 2014,"25,485km (13 Jan 2022)"
311,2013 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"455,099",Non-Accidental,"40,662 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,September 2013,"40,662km (07 Jan 2022)"
312,2016 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"734,399",Non-Accidental,"54,152 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,KA-51-M-x-xxxx,May 2016,"54,152km (15 Nov 2021)"
313,2018 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"863,199",Non-Accidental,"22,212 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,January 2018,"22,212km (21 Dec 2021)"
314,2020 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"879,699",Non-Accidental,"11,499 km",MANUAL,Valid upto Oct 2022Zero_Dep,1st Owner,Petrol,KA-41-M-x-xxxx,September 2020,"11,499km (18 Dec 2021)"
315,2018 Maruti IGNIS ALPHA 1.2 K12 AMT AUTOMATIC,"736,699",Non-Accidental,"10,344 km",AUTOMATIC,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-01-M-x-xxxx,June 2018,"10,344km (18 Nov 2021)"
316,2015 Maruti Celerio VXI AMT AUTOMATIC,"441,099",Non-Accidental,"27,369 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,June 2015,"27,369km (04 Jan 2022)"
317,2018 Ford Ecosport 1.5 TITANIUM TI VCT AT AUTOMATIC,"1,033,099",Non-Accidental,"26,372 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,March 2018,"26,372km (09 Nov 2021)"
318,2018 Hyundai NEW SANTRO ASTA 1.1 MT MANUAL,"608,099",Non-Accidental,"8,066 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,November 2018,"8,066km (04 Dec 2021)"
319,2019 MG HECTOR SHARP 2.0 DIESEL MANUAL,"1,831,699",Non-Accidental,"10,828 km",MANUAL,Valid upto Sep 2022Third Party,1st Owner,Diesel,KA-01-M-x-xxxx,August 2019,"10,828km (30 Dec 2021)"
320,2019 MG HECTOR SHARP 2.0 DIESEL MANUAL,"1,839,299",Non-Accidental,"12,138 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-59-M-x-xxxx,August 2019,"12,138km (30 Dec 2021)"
321,2017 Maruti Celerio VXI  MANUAL,"380,999",Non-Accidental,"163,696 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,September 2017,"163,696km (19 Nov 2021)"
322,2016 Maruti Swift LXI OPT MANUAL,"482,399",Non-Accidental,"35,352 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,September 2016,"35,352km (30 Dec 2021)"
323,2018 Maruti Swift ZDI AMT AUTOMATIC,"741,799",Non-Accidental,"56,661 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-53-M-x-xxxx,March 2018,"56,661km (21 Jan 2022)"
324,2019 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"940,699",Non-Accidental,"37,947 km",MANUAL,Valid upto Sep 2022Zero_Dep,2nd Owner,Petrol,KA-03-N-x-xxxx,July 2019,"37,947km (14 Dec 2021)"
325,2013 Maruti Alto 800 LXI MANUAL,"308,199",Non-Accidental,"22,668 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,December 2013,"22,668km (30 Dec 2021)"
326,2018 Datsun Redi Go 1.0 S AT MANUAL,"349,299",Non-Accidental,"27,052 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-51-M-x-xxxx,January 2018,"27,052km (23 Oct 2021)"
327,2014 Hyundai i20 ASTA 1.2 MANUAL,"522,099",Non-Accidental,"26,971 km",MANUAL,Valid upto Jul 2022Comp,2nd Owner,Petrol,KA-03-M-x-xxxx,June 2014,"26,971km (24 Nov 2021)"
328,2019 Maruti Swift ZXI+ MANUAL,"800,499",Non-Accidental,"7,496 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,February 2019,"7,496km (23 Dec 2021)"
329,2019 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"1,013,999",Non-Accidental,"17,389 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,KA-04-M-x-xxxx,April 2019,"17,389km (12 Nov 2021)"
330,2019 Hyundai NEW SANTRO SPORTZ 1.1 MANUAL,"540,199",Non-Accidental,"16,387 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,January 2019,"16,387km (13 Nov 2021)"
331,2014 Maruti Swift Dzire VDI BS IV MANUAL,"493,999",Non-Accidental,"79,550 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-04-M-x-xxxx,September 2014,"79,550km (10 Nov 2021)"
332,2014 Maruti Swift VXI MANUAL,"542,099",Non-Accidental,"65,138 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,June 2014,"65,138km (02 Jan 2022)"
333,2012 Maruti Swift VXI MANUAL,"495,499",Non-Accidental,"34,439 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,March 2012,"34,439km (19 Oct 2021)"
334,2012 Maruti Swift VXI MANUAL,"497,499",Non-Accidental,"37,366 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,March 2012,"37,366km (10 Jan 2022)"
335,2012 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"488,899",Non-Accidental,"65,828 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,April 2012,"65,828km (07 Jan 2022)"
336,2013 Honda Brio 1.2 V MT I VTEC MANUAL,"393,199",Non-Accidental,"49,644 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,KA-04-M-x-xxxx,August 2013,"49,644km (09 Nov 2021)"
337,2019 Maruti Alto VXI MANUAL,"391,999",Non-Accidental,"17,352 km",MANUAL,Valid upto Dec 2022Third Party,1st Owner,Petrol,KA-51-M-x-xxxx,November 2019,"17,352km (22 Oct 2021)"
338,2014 Maruti Swift VXI MANUAL,"554,599",Non-Accidental,"21,229 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,January 2014,"21,229km (20 Jan 2022)"
339,2018 Tata Tiago XZ 1.2 REVOTRON MANUAL,"577,999",Non-Accidental,"19,255 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-01-M-x-xxxx,July 2018,"19,255km (18 Dec 2021)"
340,2020 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT MANUAL,"1,136,899",Non-Accidental,"13,853 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,January 2020,"13,853km (10 Nov 2021)"
341,2015 Maruti Swift VDI ABS MANUAL,"543,299",Non-Accidental,"81,015 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,KA-43-M-x-xxxx,June 2015,"81,015km (17 Sep 2021)"
342,2013 Hyundai i20 MAGNA O 1.2 MANUAL,"521,899",Non-Accidental,"21,448 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,March 2013,"21,448km (23 Nov 2021)"
343,2019 Renault Kwid RXL MANUAL,"369,599",Non-Accidental,"16,192 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-70-M-x-xxxx,May 2019,"16,192km (12 Jan 2022)"
344,2013 Hyundai i20 MAGNA O 1.2 MANUAL,"519,899",Non-Accidental,"15,679 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,August 2013,"15,679km (12 Jan 2022)"
345,2017 Maruti OMNI E 8 STR ,"372,299",Non-Accidental,"20,442 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,June 2017,"20,442km (11 Jan 2022)"
346,2017 Renault Kwid CLIMBER 1.0 AT MANUAL,"450,599",Non-Accidental,"27,188 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,July 2017,"27,188km (09 Nov 2021)"
